;city;PC6;Homes_Passed;ACTIVE_CUSTOMERS_Resi;ACTIVE_CUSTOMERS_Soho;;;;;
;DELFT;2622AP;15;7;1;;;;;
;DELFT;2622AR;12;8;0;;;;;
;DELFT;2622AW;26;19;0;;;;;
;DELFT;2622AZ;27;10;3;;;;;
;DELFT;2622BA;12;9;0;;;;;
;DELFT;2622BB;45;18;1;;;;;
;DELFT;2622BC;34;20;0;;;;;
;DELFT;2622BE;31;13;1;;;;;
;DELFT;2622BG;9;3;0;;;;;
;DELFT;2622BH;15;11;0;;;;;
;DELFT;2622BJ;12;9;0;;;;;
;DELFT;2622BL;8;3;0;;;;;
;DELFT;2622BP;30;10;1;;;;;
;DELFT;2622BT;32;23;0;;;;;
;DELFT;2622BV;10;6;0;;;;;
;DELFT;2622BX;6;4;0;;;;;
;DELFT;2622CD;20;15;1;;;;;
;DELFT;2622CK;15;10;0;;;;;
;DELFT;2622CL;22;11;0;;;;;
;DELFT;2622CM;22;11;1;;;;;
;DELFT;2622CS;30;16;0;;;;;
;DELFT;2622CW;24;10;1;;;;;
;DELFT;2622DD;19;11;1;;;;;
;DELFT;2622DK;20;16;0;;;;;
;DELFT;2622DL;29;22;0;;;;;
;DELFT;2622DM;10;7;1;;;;;
;DELFT;2622DS;31;27;0;;;;;
;DELFT;2622DW;20;14;2;;;;;
;DELFT;2622EA;17;11;1;;;;;
;DELFT;2622EB;13;11;0;;;;;
;DELFT;2622EE;21;5;1;;;;;
;DELFT;2622EH;21;3;0;;;;;
;DELFT;2622EN;19;6;0;;;;;
;DELFT;2622EP;22;8;0;;;;;
;DELFT;2622ER;22;15;0;;;;;
;DELFT;2622ET;14;5;0;;;;;
;DELFT;2622EV;16;11;0;;;;;
;DELFT;2622EX;22;12;0;;;;;
;DELFT;2622EZ;15;9;0;;;;;
;DELFT;2622GA;18;7;1;;;;;
;DELFT;2622GC;21;8;0;;;;;
;DELFT;2622GE;40;26;0;;;;;
;DELFT;2622GG;23;18;0;;;;;
;DELFT;2622GH;20;12;0;;;;;
;DELFT;2622GJ;17;11;1;;;;;
;DELFT;2622GK;15;8;1;;;;;
;DELFT;2622GL;13;8;1;;;;;
;DELFT;2622GM;4;3;0;;;;;
;DELFT;2622GS;2;0;0;;;;;
;DELFT;2622GX;26;21;1;;;;;
;DELFT;2622HD;27;5;1;;;;;
;DELFT;2622HK;19;14;0;;;;;
;DELFT;2622HM;12;8;0;;;;;
;DELFT;2622HN;8;4;0;;;;;
;DELFT;2622HR;37;26;1;;;;;
;DELFT;2622HS;26;15;0;;;;;
;DELFT;2622HW;18;16;0;;;;;
;DELFT;2622JN;48;36;1;;;;;
;DELFT;2622JP;29;22;1;;;;;
;DELFT;2622JR;20;15;0;;;;;
;DELFT;2622JT;20;14;1;;;;;
;DELFT;2622JW;5;4;0;;;;;
;DELFT;2622JZ;13;7;1;;;;;
;DELFT;2622KA;32;23;1;;;;;
;DELFT;2622KB;22;11;0;;;;;
;DELFT;2622KC;22;16;1;;;;;
;DELFT;2622KE;21;15;1;;;;;
;DELFT;2622KG;20;16;0;;;;;
;DELFT;2622KH;5;5;0;;;;;
;DELFT;2622KJ;18;13;0;;;;;
;DELFT;2622KL;7;5;0;;;;;
;DELFT;2622LA;36;29;1;;;;;
;DELFT;2622LC;21;16;0;;;;;
;DELFT;2622LE;36;29;0;;;;;
;DELFT;2622LG;36;23;1;;;;;
;DELFT;2622LH;31;25;1;;;;;
;DELFT;2622LJ;30;21;0;;;;;
;DELFT;2622LK;20;13;1;;;;;
;DELFT;2622LL;25;21;0;;;;;
;DELFT;2622LM;25;17;2;;;;;
;DELFT;2622LS;33;23;0;;;;;
;DELFT;2622PA;30;20;1;;;;;
;DELFT;2622PB;16;11;2;;;;;
;DELFT;2623AB;10;9;0;;;;;
;DELFT;2623AE;2;0;0;;;;;
;DELFT;2623AG;2;1;0;;;;;
;DELFT;2623AK;9;3;0;;;;;
;DELFT;2623AL;9;5;0;;;;;
;DELFT;2623AS;12;12;0;;;;;
;DELFT;2623AT;14;4;0;;;;;
;DELFT;2623AV;6;3;0;;;;;
;DELFT;2623AX;2;0;0;;;;;
;DELFT;2623BA;3;2;0;;;;;
;DELFT;2623BC;12;9;0;;;;;
;DELFT;2623BD;20;16;0;;;;;
;DELFT;2623BH;10;6;0;;;;;
;DELFT;2623BJ;10;6;0;;;;;
;DELFT;2623BM;16;11;0;;;;;
;DELFT;2623CB;10;5;0;;;;;
;DELFT;2623CC;10;7;0;;;;;
;DELFT;2623CD;27;4;0;;;;;
;DELFT;2623CG;1;0;0;;;;;
;DELFT;2623CW;10;6;0;;;;;
;DELFT;2623EE;16;12;0;;;;;
;DELFT;2623EG;20;13;1;;;;;
;DELFT;2623EH;8;3;0;;;;;
;DELFT;2623EJ;13;13;0;;;;;
;DELFT;2623EK;25;21;1;;;;;
;DELFT;2623EL;23;16;0;;;;;
;DELFT;2623EM;6;5;0;;;;;
;DELFT;2623EN;36;20;0;;;;;
;DELFT;2623EP;26;19;0;;;;;
;DELFT;2623ER;29;11;2;;;;;
;DELFT;2623ES;7;5;0;;;;;
;DELFT;2623ET;19;12;1;;;;;
;DELFT;2623EV;9;7;0;;;;;
;DELFT;2623GA;11;10;0;;;;;
;DELFT;2623GC;14;7;0;;;;;
;DELFT;2623GD;16;14;0;;;;;
;DELFT;2623GH;23;16;1;;;;;
;DELFT;2623GJ;36;19;1;;;;;
;DELFT;2623GR;21;12;0;;;;;
;DELFT;2623GW;28;22;1;;;;;
;DELFT;2623HB;32;15;0;;;;;
;DELFT;2623HG;13;7;0;;;;;
;DELFT;2623HK;12;9;0;;;;;
;DELFT;2623HL;29;5;0;;;;;
;DELFT;2623HP;19;12;1;;;;;
;DELFT;2623HS;13;9;0;;;;;
;DELFT;2623HV;6;4;0;;;;;
;DELFT;2623HX;43;15;1;;;;;
;DELFT;2623JK;24;16;1;;;;;
;DELFT;2623JL;30;18;1;;;;;
;DELFT;2623JS;16;9;0;;;;;
;DELFT;2623JT;21;13;2;;;;;
;DELFT;2623JX;8;8;0;;;;;
;DELFT;2623LN;7;6;0;;;;;
;DELFT;2623LR;29;22;1;;;;;
;DELFT;2623LW;23;15;0;;;;;
;DELFT;2623LZ;15;10;0;;;;;
;DELFT;2623MA;21;9;1;;;;;
;DELFT;2623MB;14;11;0;;;;;
;DELFT;2623MC;17;8;1;;;;;
;DELFT;2623MD;14;6;0;;;;;
;DELFT;2623MZ;29;6;0;;;;;
;DELFT;2623NB;3;3;0;;;;;
;DELFT;2623NC;16;14;0;;;;;
;DELFT;2623ND;13;5;0;;;;;
;DELFT;2623NE;27;12;2;;;;;
;DELFT;2623NG;25;3;1;;;;;
;DELFT;2623NK;31;15;0;;;;;
;DELFT;2623NP;18;10;2;;;;;
;DELFT;2623NS;29;18;0;;;;;
;DELFT;2623NX;23;13;0;;;;;
;DELFT;2623PE;30;12;0;;;;;
;DELFT;2623PG;18;12;0;;;;;
;DELFT;2623PH;12;9;0;;;;;
;DELFT;2623PJ;12;7;1;;;;;
;DELFT;2623RA;14;6;0;;;;;
;DELFT;2623WZ;14;12;0;;;;;
;DELFT;2623XA;2;0;0;;;;;
;DELFT;2623XL;6;5;0;;;;;
;DELFT;2623XM;9;6;0;;;;;
;DELFT;2623XN;20;12;0;;;;;
;DELFT;2623XR;24;15;1;;;;;
;DELFT;2623XT;5;3;0;;;;;
;DELFT;2623XV;4;3;0;;;;;
;DELFT;2623XW;12;7;0;;;;;
;DELFT;2624AA;4;1;0;;;;;
;DELFT;2624AB;18;11;0;;;;;
;DELFT;2624AE;3;2;0;;;;;
;DELFT;2624AH;17;10;2;;;;;
;DELFT;2624AN;18;11;1;;;;;
;DELFT;2624AP;20;9;1;;;;;
;DELFT;2624AS;20;13;0;;;;;
;DELFT;2624AV;11;0;3;;;;;
;DELFT;2624BC;73;1;1;;;;;
;DELFT;2624BD;219;17;0;;;;;
;DELFT;2624BK;24;13;0;;;;;
;DELFT;2624BL;12;6;0;;;;;
;DELFT;2624BM;12;5;0;;;;;
;DELFT;2624BR;12;3;0;;;;;
;DELFT;2624BT;12;3;0;;;;;
;DELFT;2624BW;12;4;0;;;;;
;DELFT;2624CB;22;14;0;;;;;
;DELFT;2624CC;12;7;0;;;;;
;DELFT;2624CE;8;3;1;;;;;
;DELFT;2624CH;8;3;0;;;;;
;DELFT;2624CJ;8;5;0;;;;;
;DELFT;2624CN;18;6;1;;;;;
;DELFT;2624CP;18;11;0;;;;;
;DELFT;2624CS;18;8;0;;;;;
;DELFT;2624CX;18;6;0;;;;;
;DELFT;2624CZ;18;9;0;;;;;
;DELFT;2624DB;24;12;0;;;;;
;DELFT;2624DC;6;6;0;;;;;
;DELFT;2624DE;24;17;1;;;;;
;DELFT;2624DH;24;9;0;;;;;
;DELFT;2624DJ;24;15;0;;;;;
;DELFT;2624DL;24;11;0;;;;;
;DELFT;2624DP;24;13;0;;;;;
;DELFT;2624DS;1;27;0;;;;;
;DELFT;2624EA;18;5;0;;;;;
;DELFT;2624EB;18;5;0;;;;;
;DELFT;2624ED;18;7;0;;;;;
;DELFT;2624EG;11;3;1;;;;;
;DELFT;2624EK;18;5;0;;;;;
;DELFT;2624EN;18;5;0;;;;;
;DELFT;2624EP;7;0;0;;;;;
;DELFT;2624ER;69;23;2;;;;;
;DELFT;2624ET;4;1;2;;;;;
;DELFT;2624GC;4;0;0;;;;;
;DELFT;2624HA;23;2;0;;;;;
;DELFT;2624HB;22;0;0;;;;;
;DELFT;2624HE;22;0;0;;;;;
;DELFT;2624HH;22;0;0;;;;;
;DELFT;2611AK;13;4;3;;;;;
;DELFT;2611AS;14;3;1;;;;;
;DELFT;2611AT;17;6;2;;;;;
;DELFT;2611AW;14;4;2;;;;;
;DELFT;2611AX;21;7;2;;;;;
;DELFT;2611AZ;109;51;9;;;;;
;DELFT;2611BA;43;1;0;;;;;
;DELFT;2611BE;20;11;4;;;;;
;DELFT;2611BG;18;2;0;;;;;
;DELFT;2611BK;22;7;1;;;;;
;DELFT;2611BL;7;2;1;;;;;
;DELFT;2611BM;3;1;0;;;;;
;DELFT;2611BN;27;9;0;;;;;
;DELFT;2611BR;16;1;0;;;;;
;DELFT;2611BV;1;0;1;;;;;
;DELFT;2611BX;22;16;0;;;;;
;DELFT;2611CB;14;4;0;;;;;
;DELFT;2611CD;25;9;7;;;;;
;DELFT;2611CH;20;7;3;;;;;
;DELFT;2611CJ;10;4;2;;;;;
;DELFT;2611CP;18;6;3;;;;;
;DELFT;2611CT;21;12;0;;;;;
;DELFT;2611CW;17;1;0;;;;;
;DELFT;2611CZ;34;16;2;;;;;
;DELFT;2611DA;7;0;2;;;;;
;DELFT;2611DC;61;40;1;;;;;
;DELFT;2611DK;57;35;3;;;;;
;DELFT;2611DL;32;17;0;;;;;
;DELFT;2611DM;20;8;0;;;;;
;DELFT;2611DV;22;0;0;;;;;
;DELFT;2611EA;10;5;0;;;;;
;DELFT;2611EC;22;7;2;;;;;
;DELFT;2611EE;7;2;2;;;;;
;DELFT;2611EG;19;7;0;;;;;
;DELFT;2611EK;4;1;0;;;;;
;DELFT;2611EL;11;6;2;;;;;
;DELFT;2611EM;15;3;3;;;;;
;DELFT;2611ER;21;3;3;;;;;
;DELFT;2611ES;19;2;2;;;;;
;DELFT;2611EV;23;9;4;;;;;
;DELFT;2611EX;5;2;0;;;;;
;DELFT;2611GD;26;5;0;;;;;
;DELFT;2611GE;16;6;2;;;;;
;DELFT;2611GM;24;16;0;;;;;
;DELFT;2611GN;36;15;1;;;;;
;DELFT;2611GP;27;7;1;;;;;
;DELFT;2611GR;12;4;1;;;;;
;DELFT;2611GW;12;3;2;;;;;
;DELFT;2611HD;31;8;4;;;;;
;DELFT;2611HE;15;5;4;;;;;
;DELFT;2611HM;20;6;2;;;;;
;DELFT;2611HN;14;2;3;;;;;
;DELFT;2611HP;19;5;3;;;;;
;DELFT;2611HR;4;2;0;;;;;
;DELFT;2611HT;9;3;1;;;;;
;DELFT;2611HW;15;8;3;;;;;
;DELFT;2611JA;22;11;0;;;;;
;DELFT;2611JB;40;12;2;;;;;
;DELFT;2611JC;10;3;1;;;;;
;DELFT;2611JG;19;7;1;;;;;
;DELFT;2611JH;9;2;0;;;;;
;DELFT;2611JJ;14;6;2;;;;;
;DELFT;2611JK;17;11;1;;;;;
;DELFT;2611JL;12;3;1;;;;;
;DELFT;2611JS;15;8;1;;;;;
;DELFT;2611JT;11;5;0;;;;;
;DELFT;2611JV;4;2;0;;;;;
;DELFT;2611JX;12;6;0;;;;;
;DELFT;2611JZ;20;5;2;;;;;
;DELFT;2611KA;11;2;0;;;;;
;DELFT;2611KE;15;8;0;;;;;
;DELFT;2611KG;14;3;4;;;;;
;DELFT;2611KK;11;4;2;;;;;
;DELFT;2611KL;16;4;1;;;;;
;DELFT;2611KM;14;4;0;;;;;
;DELFT;2611KN;18;10;1;;;;;
;DELFT;2611KR;16;4;0;;;;;
;DELFT;2611KV;13;7;0;;;;;
;DELFT;2611KX;16;4;3;;;;;
;DELFT;2611LA;12;8;0;;;;;
;DELFT;2611LC;17;10;2;;;;;
;DELFT;2611LE;17;4;1;;;;;
;DELFT;2611LG;21;12;0;;;;;
;DELFT;2611LK;19;10;0;;;;;
;DELFT;2611LL;4;0;0;;;;;
;DELFT;2611LM;13;5;0;;;;;
;DELFT;2611LR;18;7;1;;;;;
;DELFT;2611LS;37;17;1;;;;;
;DELFT;2611LV;13;4;0;;;;;
;DELFT;2611LX;7;2;1;;;;;
;DELFT;2611MB;11;5;0;;;;;
;DELFT;2611MD;4;0;0;;;;;
;DELFT;2611MN;27;12;0;;;;;
;DELFT;2611MP;128;11;1;;;;;
;DELFT;2611MT;27;13;0;;;;;
;DELFT;2611MZ;15;4;2;;;;;
;DELFT;2611NA;13;6;0;;;;;
;DELFT;2611NE;25;14;1;;;;;
;DELFT;2611NG;14;5;1;;;;;
;DELFT;2611NL;16;6;0;;;;;
;DELFT;2611NM;13;4;0;;;;;
;DELFT;2611NN;12;5;0;;;;;
;DELFT;2611NP;18;8;2;;;;;
;DELFT;2611NR;17;4;1;;;;;
;DELFT;2611NV;7;3;0;;;;;
;DELFT;2611NX;18;8;0;;;;;
;DELFT;2611PA;14;6;0;;;;;
;DELFT;2611PB;16;7;0;;;;;
;DELFT;2611PC;14;7;0;;;;;
;DELFT;2611PG;14;7;1;;;;;
;DELFT;2611PH;14;9;1;;;;;
;DELFT;2611PK;13;3;3;;;;;
;DELFT;2611PL;19;6;3;;;;;
;DELFT;2611PM;26;15;0;;;;;
;DELFT;2611PS;17;6;0;;;;;
;DELFT;2611PV;27;11;2;;;;;
;DELFT;2611PX;20;13;0;;;;;
;DELFT;2611PZ;41;18;1;;;;;
;DELFT;2611RA;1;0;0;;;;;
;DELFT;2611RC;38;18;1;;;;;
;DELFT;2611RE;13;5;1;;;;;
;DELFT;2611RG;18;2;4;;;;;
;DELFT;2611RK;15;3;2;;;;;
;DELFT;2611RL;23;12;0;;;;;
;DELFT;2611RM;27;12;1;;;;;
;DELFT;2611RN;12;4;0;;;;;
;DELFT;2611RR;18;4;1;;;;;
;DELFT;2611RS;6;3;0;;;;;
;DELFT;2611RV;87;52;4;;;;;
;DELFT;2611SB;47;22;2;;;;;
;DELFT;2611SN;12;7;1;;;;;
;DELFT;2611SP;9;3;1;;;;;
;DELFT;2611SR;15;5;1;;;;;
;DELFT;2611ST;13;5;0;;;;;
;DELFT;2611SW;7;2;1;;;;;
;DELFT;2611TA;20;11;2;;;;;
;DELFT;2611TE;16;10;1;;;;;
;DELFT;2611TG;5;5;0;;;;;
;DELFT;2611TK;20;8;1;;;;;
;DELFT;2611TL;16;6;1;;;;;
;DELFT;2611TM;11;4;0;;;;;
;DELFT;2611TN;14;6;0;;;;;
;DELFT;2611TR;19;4;1;;;;;
;DELFT;2611TV;19;8;1;;;;;
;DELFT;2611TX;11;6;1;;;;;
;DELFT;2611VA;12;2;2;;;;;
;DELFT;2611VB;10;5;1;;;;;
;DELFT;2611VC;17;8;0;;;;;
;DELFT;2611VG;16;2;4;;;;;
;DELFT;2611VH;15;8;0;;;;;
;DELFT;2611VJ;14;6;1;;;;;
;DELFT;2611VK;19;5;3;;;;;
;DELFT;2611VL;14;3;2;;;;;
;DELFT;2611VS;17;5;2;;;;;
;DELFT;2611VT;13;5;0;;;;;
;DELFT;2611VV;13;5;0;;;;;
;DELFT;2611VX;13;7;2;;;;;
;DELFT;2611VZ;14;10;0;;;;;
;DELFT;2611WE;39;25;1;;;;;
;DELFT;2611WG;36;12;6;;;;;
;DELFT;2611WL;32;12;3;;;;;
;DELFT;2611WN;16;12;0;;;;;
;DELFT;2611WR;22;11;1;;;;;
;DELFT;2611WV;19;7;0;;;;;
;DELFT;2611WX;21;9;0;;;;;
;DELFT;2611XA;14;6;0;;;;;
;DELFT;2611XE;20;8;1;;;;;
;DELFT;2611XG;23;11;3;;;;;
;DELFT;2611XM;12;8;0;;;;;
;DELFT;2611XP;4;3;1;;;;;
;DELFT;2611XR;2;1;1;;;;;
;DELFT;2611XV;22;12;4;;;;;
;DELFT;2612AD;10;6;0;;;;;
;DELFT;2612AK;13;8;0;;;;;
;DELFT;2612AL;24;11;0;;;;;
;DELFT;2612AM;18;8;0;;;;;
;DELFT;2612AS;16;11;1;;;;;
;DELFT;2612AW;20;9;1;;;;;
;DELFT;2612BB;18;8;0;;;;;
;DELFT;2612BC;16;8;1;;;;;
;DELFT;2612BE;5;3;0;;;;;
;DELFT;2612BH;18;7;0;;;;;
;DELFT;2612BP;13;5;2;;;;;
;DELFT;2612BT;6;4;0;;;;;
;DELFT;2612CC;24;19;1;;;;;
;DELFT;2612CD;23;17;0;;;;;
;DELFT;2612CE;20;5;5;;;;;
;DELFT;2612CG;24;12;2;;;;;
;DELFT;2612CH;24;15;1;;;;;
;DELFT;2612CJ;31;17;1;;;;;
;DELFT;2612CK;13;8;1;;;;;
;DELFT;2612CL;14;8;0;;;;;
;DELFT;2612CM;8;2;0;;;;;
;DELFT;2612ED;14;7;0;;;;;
;DELFT;2612EN;17;6;1;;;;;
;DELFT;2612EP;17;4;1;;;;;
;DELFT;2612ER;13;9;2;;;;;
;DELFT;2612ET;26;14;0;;;;;
;DELFT;2612EW;23;10;0;;;;;
;DELFT;2612GA;42;26;5;;;;;
;DELFT;2612GB;23;14;0;;;;;
;DELFT;2612GC;13;9;0;;;;;
;DELFT;2612GE;11;5;1;;;;;
;DELFT;2612GG;17;10;0;;;;;
;DELFT;2612GH;15;8;0;;;;;
;DELFT;2612GJ;20;13;0;;;;;
;DELFT;2612GL;16;8;0;;;;;
;DELFT;2612GP;14;12;0;;;;;
;DELFT;2612GT;9;7;0;;;;;
;DELFT;2612GV;104;27;0;;;;;
;DELFT;2612GX;20;10;0;;;;;
;DELFT;2612GZ;7;4;0;;;;;
;DELFT;2612HA;11;5;0;;;;;
;DELFT;2612HB;18;7;0;;;;;
;DELFT;2612HC;17;11;0;;;;;
;DELFT;2612HE;14;8;1;;;;;
;DELFT;2612HG;25;12;2;;;;;
;DELFT;2612HH;6;1;0;;;;;
;DELFT;2612HJ;53;25;1;;;;;
;DELFT;2612HL;37;21;2;;;;;
;DELFT;2612HP;17;9;3;;;;;
;DELFT;2612HT;25;17;0;;;;;
;DELFT;2612HV;17;11;0;;;;;
;DELFT;2612HX;7;3;0;;;;;
;DELFT;2612HZ;13;9;0;;;;;
;DELFT;2612JD;19;4;0;;;;;
;DELFT;2612JK;18;9;0;;;;;
;DELFT;2612JM;13;8;1;;;;;
;DELFT;2612JN;4;2;0;;;;;
;DELFT;2612JR;12;4;0;;;;;
;DELFT;2612JS;5;2;0;;;;;
;DELFT;2612JW;3;2;0;;;;;
;DELFT;2612KA;22;14;1;;;;;
;DELFT;2612KB;24;11;1;;;;;
;DELFT;2612KC;24;16;1;;;;;
;DELFT;2612KE;28;0;0;;;;;
;DELFT;2612KH;18;8;0;;;;;
;DELFT;2612KJ;22;10;0;;;;;
;DELFT;2612KN;25;8;0;;;;;
;DELFT;2612KP;25;9;0;;;;;
;DELFT;2612KR;13;8;0;;;;;
;DELFT;2612KT;25;11;1;;;;;
;DELFT;2612KV;23;8;0;;;;;
;DELFT;2612KX;18;6;0;;;;;
;DELFT;2612KZ;17;6;0;;;;;
;DELFT;2612NA;24;12;1;;;;;
;DELFT;2612NB;18;13;0;;;;;
;DELFT;2612NC;29;16;0;;;;;
;DELFT;2612NE;13;8;0;;;;;
;DELFT;2612NG;23;15;1;;;;;
;DELFT;2612NH;24;21;3;;;;;
;DELFT;2612NJ;16;11;3;;;;;
;DELFT;2612PD;21;11;0;;;;;
;DELFT;2612PM;13;2;2;;;;;
;DELFT;2612PN;16;8;0;;;;;
;DELFT;2612PR;8;5;0;;;;;
;DELFT;2612PS;14;8;2;;;;;
;DELFT;2612PW;7;4;0;;;;;
;DELFT;2612RA;10;4;1;;;;;
;DELFT;2612RB;15;8;4;;;;;
;DELFT;2612RN;54;34;0;;;;;
;DELFT;2612RP;9;6;1;;;;;
;DELFT;2612RR;1;0;1;;;;;
;DELFT;2612RT;19;13;0;;;;;
;DELFT;2612RV;6;4;0;;;;;
;DELFT;2612RW;37;0;2;;;;;
;DELFT;2612RZ;30;18;1;;;;;
;DELFT;2612SB;18;13;0;;;;;
;DELFT;2612SC;22;12;0;;;;;
;DELFT;2612SE;18;10;1;;;;;
;DELFT;2612SG;18;8;0;;;;;
;DELFT;2612SK;21;8;1;;;;;
;DELFT;2612SL;4;12;0;;;;;
;DELFT;2612SM;16;6;1;;;;;
;DELFT;2612SP;8;2;0;;;;;
;DELFT;2612ST;24;11;0;;;;;
;DELFT;2612SV;20;12;1;;;;;
;DELFT;2612SX;15;5;0;;;;;
;DELFT;2612SZ;21;6;0;;;;;
;DELFT;2612TA;16;4;0;;;;;
;DELFT;2612TB;8;2;0;;;;;
;DELFT;2612TC;8;3;0;;;;;
;DELFT;2612TE;10;4;2;;;;;
;DELFT;2612TH;16;5;1;;;;;
;DELFT;2612TP;22;12;0;;;;;
;DELFT;2612TR;12;4;0;;;;;
;DELFT;2612TT;20;8;0;;;;;
;DELFT;2612TV;10;6;0;;;;;
;DELFT;2612TX;22;13;1;;;;;
;DELFT;2612TZ;24;10;1;;;;;
;DELFT;2612VD;13;7;0;;;;;
;DELFT;2612VK;22;16;0;;;;;
;DELFT;2612VM;22;10;0;;;;;
;DELFT;2612VN;18;3;0;;;;;
;DELFT;2612VR;14;8;0;;;;;
;DELFT;2612VS;18;11;1;;;;;
;DELFT;2612VW;36;23;2;;;;;
;DELFT;2612XA;15;7;1;;;;;
;DELFT;2612XB;14;6;1;;;;;
;DELFT;2612XC;15;10;1;;;;;
;DELFT;2612XE;45;22;1;;;;;
;DELFT;2612XG;13;8;1;;;;;
;DELFT;2612XH;6;6;0;;;;;
;DELFT;2612XJ;16;13;0;;;;;
;DELFT;2612XN;13;10;0;;;;;
;DELFT;2612XP;21;10;1;;;;;
;DELFT;2612XR;18;9;0;;;;;
;DELFT;2612XT;18;11;0;;;;;
;DELFT;2612XV;14;8;1;;;;;
;DELFT;2612XX;19;8;0;;;;;
;DELFT;2612XZ;39;16;0;;;;;
;DELFT;2612ZA;9;6;0;;;;;
;DELFT;2613AH;11;8;0;;;;;
;DELFT;2613AJ;28;14;1;;;;;
;DELFT;2613AM;5;4;0;;;;;
;DELFT;2613AN;7;4;0;;;;;
;DELFT;2613AR;15;8;1;;;;;
;DELFT;2613AT;16;10;2;;;;;
;DELFT;2613BB;23;10;2;;;;;
;DELFT;2613BC;18;6;2;;;;;
;DELFT;2613BD;17;8;4;;;;;
;DELFT;2613BG;16;5;1;;;;;
;DELFT;2613BH;9;4;0;;;;;
;DELFT;2613BL;25;13;3;;;;;
;DELFT;2613BP;18;10;0;;;;;
;DELFT;2613BW;18;11;2;;;;;
;DELFT;2613BZ;19;10;1;;;;;
;DELFT;2613CB;21;9;0;;;;;
;DELFT;2613CE;17;11;0;;;;;
;DELFT;2613CG;27;15;1;;;;;
;DELFT;2613CJ;5;2;0;;;;;
;DELFT;2613CK;15;12;0;;;;;
;DELFT;2613CL;14;9;0;;;;;
;DELFT;2613CN;19;8;3;;;;;
;DELFT;2613CR;24;14;1;;;;;
;DELFT;2613CS;23;16;2;;;;;
;DELFT;2613CT;12;8;1;;;;;
;DELFT;2613CV;20;7;2;;;;;
;DELFT;2613CX;19;10;1;;;;;
;DELFT;2613DA;27;11;0;;;;;
;DELFT;2613DC;24;12;2;;;;;
;DELFT;2613DD;25;16;1;;;;;
;DELFT;2613DH;25;13;1;;;;;
;DELFT;2613DM;20;9;0;;;;;
;DELFT;2613DR;12;5;0;;;;;
;DELFT;2613DW;14;6;0;;;;;
;DELFT;2613DZ;19;12;0;;;;;
;DELFT;2613EA;22;11;1;;;;;
;DELFT;2613EC;14;5;3;;;;;
;DELFT;2613ED;24;12;0;;;;;
;DELFT;2613EH;17;7;0;;;;;
;DELFT;2613EM;24;11;1;;;;;
;DELFT;2613ER;12;4;1;;;;;
;DELFT;2613EW;22;13;0;;;;;
;DELFT;2613EZ;12;5;0;;;;;
;DELFT;2613GB;10;4;0;;;;;
;DELFT;2613GE;35;24;1;;;;;
;DELFT;2613GG;28;16;1;;;;;
;DELFT;2613GK;14;5;1;;;;;
;DELFT;2613GL;54;21;0;;;;;
;DELFT;2613GN;20;7;5;;;;;
;DELFT;2613GP;21;14;2;;;;;
;DELFT;2613GS;14;10;1;;;;;
;DELFT;2613GV;21;11;1;;;;;
;DELFT;2613GX;21;8;1;;;;;
;DELFT;2613HB;14;7;1;;;;;
;DELFT;2613HE;14;10;1;;;;;
;DELFT;2613HG;18;8;0;;;;;
;DELFT;2613HL;24;12;1;;;;;
;DELFT;2613HN;18;11;1;;;;;
;DELFT;2613HP;18;9;0;;;;;
;DELFT;2613HS;2;2;0;;;;;
;DELFT;2613HT;74;9;0;;;;;
;DELFT;2613HV;80;0;0;;;;;
;DELFT;2613HX;68;1;0;;;;;
;DELFT;2613JA;68;2;0;;;;;
;DELFT;2613JC;70;2;0;;;;;
;DELFT;2613JD;24;10;2;;;;;
;DELFT;2613JH;27;14;0;;;;;
;DELFT;2613JJ;16;6;1;;;;;
;DELFT;2613JT;17;5;0;;;;;
;DELFT;2613JZ;19;11;1;;;;;
;DELFT;2613KB;46;27;0;;;;;
;DELFT;2613LA;4;1;0;;;;;
;DELFT;2613LC;2;4;0;;;;;
;DELFT;2613MB;35;22;0;;;;;
;DELFT;2613ME;60;28;0;;;;;
;DELFT;2613MK;18;9;0;;;;;
;DELFT;2613ML;26;15;1;;;;;
;DELFT;2613MN;18;8;0;;;;;
;DELFT;2613MP;12;7;0;;;;;
;DELFT;2613MS;12;3;0;;;;;
;DELFT;2613MT;24;11;0;;;;;
;DELFT;2613MV;14;7;0;;;;;
;DELFT;2613MX;26;11;0;;;;;
;DELFT;2613NB;16;12;1;;;;;
;DELFT;2613NC;16;11;0;;;;;
;DELFT;2613ND;15;12;0;;;;;
;DELFT;2613NE;16;8;0;;;;;
;DELFT;2613NG;16;9;0;;;;;
;DELFT;2613NL;39;15;2;;;;;
;DELFT;2613NP;18;14;0;;;;;
;DELFT;2613NS;21;13;0;;;;;
;DELFT;2613NW;34;12;0;;;;;
;DELFT;2613NX;25;15;0;;;;;
;DELFT;2613PA;21;11;0;;;;;
;DELFT;2613PC;12;5;0;;;;;
;DELFT;2613PD;8;4;1;;;;;
;DELFT;2613PH;14;6;0;;;;;
;DELFT;2613PJ;11;6;0;;;;;
;DELFT;2613PM;11;3;1;;;;;
;DELFT;2613PR;21;7;1;;;;;
;DELFT;2613PW;26;6;1;;;;;
;DELFT;2613PZ;15;8;0;;;;;
;DELFT;2613RA;19;7;1;;;;;
